Date	Time	Open	High	Low	Close	Volume	Taker by base	Taker buy quote
22/07/2023	00:00:00	0.0742	0.0742	0.074	0.0741	16102		
22/07/2023	00:05:00	0.0741	0.0741	0.0738	0.0738	10647		
22/07/2023	00:10:00	0.0739	0.0739	0.0738	0.0738	25099		
22/07/2023	00:15:00	0.0738	0.074	0.0738	0.0738	17352		
22/07/2023	00:20:00	0.0738	0.0738	0.0738	0.0738	0		
22/07/2023	00:25:00	0.0739	0.0739	0.0739	0.0739	2966		
22/07/2023	00:30:00	0.0739	0.0739	0.0739	0.0739	0		
22/07/2023	00:35:00	0.0739	0.0739	0.0739	0.0739	0		
22/07/2023	00:40:00	0.0739	0.0739	0.0739	0.0739	35758		
22/07/2023	00:45:00	0.0739	0.0739	0.0738	0.0738	67059		
22/07/2023	00:50:00	0.0739	0.074	0.0739	0.074	2788		
22/07/2023	00:55:00	0.074	0.0741	0.074	0.0741	6172		
22/07/2023	01:00:00	0.0741	0.0741	0.0741	0.0741	0		
22/07/2023	01:05:00	0.0742	0.0742	0.0741	0.0741	874		
22/07/2023	01:10:00	0.0741	0.0741	0.074	0.074	1488		
22/07/2023	01:15:00	0.074	0.074	0.0739	0.0739	10077		
22/07/2023	01:20:00	0.074	0.0741	0.074	0.0741	679		
22/07/2023	01:25:00	0.0741	0.0741	0.0741	0.0741	0		
22/07/2023	01:30:00	0.0741	0.0741	0.0741	0.0741	0		
22/07/2023	01:35:00	0.0741	0.0741	0.0741	0.0741	0		
22/07/2023	01:40:00	0.074	0.074	0.0739	0.0739	1344		
22/07/2023	01:45:00	0.074	0.074	0.074	0.074	1146		
22/07/2023	01:50:00	0.074	0.074	0.074	0.074	0		
22/07/2023	01:55:00	0.074	0.074	0.074	0.074	0		
22/07/2023	02:00:00	0.074	0.074	0.074	0.074	6660		
22/07/2023	02:05:00	0.0741	0.0741	0.074	0.074	4959		
22/07/2023	02:10:00	0.074	0.074	0.074	0.074	0		
22/07/2023	02:15:00	0.074	0.074	0.074	0.074	0		
22/07/2023	02:20:00	0.074	0.074	0.074	0.074	295		
